Campaign Description History,Call Type Designation,TFN,,Script,Transfer,Percent,Report,SalesForceID,SourceID,BusinessDesignation,BusinessSourceID,Greeting
DM 118 Outfield,Campaigns,8445925757,,Consumer Residential,0,,0,,,,,
Associated Installations Group,Dealer,8445925758,,Consumer Residential,0,,0,,54704,,,<font size='8' color='red'><b>Thank you for calling Associated Installations Group! Don't forget to ask about our special offers today!</b></font>
Single Source Satellite,Dealer,8445925759,,Consumer Residential,0,,0,,65845,,,<font size='8' color='red'><b>Thank you for calling Single Source Satellite! Don't forget to ask about our special offers today!</b></font>
DM 118 Outfield,Campaigns,8445925760,,Consumer Residential,0,,0,,,,,
DM 817 Outfield,Campaigns,8445925761,,Consumer Residential,0,,0,,,,,
DM 817 Outfield,Campaigns,8445925762,,Consumer Residential,0,,0,,,,,
DM 118 Outfield,Campaigns,8445925763,,Consumer Residential,0,,0,,,,,
Kobeam Communication,Dealer,8445925764,,Consumer Residential,0,,0,,92299,,,<font size='8' color='red'><b>Thank you for calling Kobeam Communication! Don't forget to ask about our special offers today!</b></font>
DM 118 Outfield,Campaigns,8445925765,,Consumer Residential,0,,0,,,,,
Elitte Solutions,Dealer,8445961275,,Consumer Residential,0,,0,,66040,,,<font size='8' color='red'><b>Thank you for calling Elitte Solutions! Don't forget to ask about our special offers today!</b></font>
Satellite Specialist,Dealer,8445961276,,Consumer Residential,0,,0,,213643,,,<font size='8' color='red'><b>Thank you for calling Satellite Specialist! Don't forget to ask about our special offers today!</b></font>
Skyview Solutions,Dealer,8445961277,,Consumer Residential,0,,0,,30541,,,<font size='8' color='red'><b>Thank you for calling Skyview Solutions! Don't forget to ask about our special offers today!</b></font>
AG Communications,Dealer,8445961278,,Consumer Residential,0,,0,,213722,,,<font size='8' color='red'><b>Thank you for calling AG Communications! Don't forget to ask about our special offers today!</b></font>
A and R Communications,Dealer,8445961279,,Consumer Residential,0,,0,,26356,,,<font size='8' color='red'><b>Thank you for calling A and R Communications! Don't forget to ask about our special offers today!</b></font>
Great American Satellite,Dealer,8445961280,,Consumer Residential,0,,0,,213569,,,<font size='8' color='red'><b>Thank you for calling Great American Satellite! Don't forget to ask about our special offers today!</b></font>
Mr Satellite,Dealer,8445961281,,Consumer Residential,0,,0,,70476,,,<font size='8' color='red'><b>Thank you for calling Mr Satellite! Don't forget to ask about our special offers today!</b></font>
DCH,Dealer,8445961282,,Consumer Residential,0,,0,,213887,,,<font size='8' color='red'><b>Thank you for calling DCH! Don't forget to ask about our special offers today!</b></font>
BI 1115 Plan Web Test Cell E,Business,8445961283,,Business,0,,0,70130000000NWuS,,Business Web,,
YellowPages Digital Banner,Directories,8445961284,,Consumer Residential,0,,1,,,,,
Satellite Tech,Dealer,8446805967,,Consumer Residential,0,,0,,70353,,,<font size='8' color='red'><b>Thank you for calling Satellite Tech! Don't forget to ask about our special offers today!</b></font>
Oracle Satellite LLC,Dealer,8446805968,,Consumer Residential,0,,0,,69147,,,<font size='8' color='red'><b>Thank you for calling Oracle Satellite! Don't forget to ask about our special offers today!</b></font>
Roga Satellite,Dealer,8446805969,,Consumer Residential,0,,0,,43450,,,<font size='8' color='red'><b>Thank you for calling Roga Satellite! Don't forget to ask about our special offers today!</b></font>
Satellite Networking 3rd TFN,Dealer,8446805970,,Consumer Residential,0,,0,,69073,,,<font size='8' color='red'><b>Thank you for calling Satellite Networking! Don't forget to ask about our special offers today!</b></font>
Croy Communications,Dealer,8446805971,,Consumer Residential,0,,0,,26337,,,<font size='8' color='red'><b>Thank you for calling Croy Communications! Don't forget to ask about our special offers today!</b></font>
Specialty Satellite,Dealer,8446805972,,Consumer Residential,0,,0,,213661,,,<font size='8' color='red'><b>Thank you for calling Specialty Satellite! Don't forget to ask about our special offers today!</b></font>
DM 817 Outfield,Campaigns,8446805973,,Consumer Residential,0,,0,,,,,
DM 817 Outfield,Campaigns,8446805974,,Consumer Residential,0,,0,,,,,
AGSL,Dealer,8446805975,,Consumer Residential,0,,0,,25218,,,<font size='8' color='red'><b>Thank you for calling AGSL! Don't forget to ask about our special offers today!</b></font>
DM 817 Outfield,Campaigns,8446805976,,Consumer Residential,0,,0,,,,,
Krass Marketing,Dealer,8446882755,,Consumer Residential,0,,0,,31924,,,<font size='8' color='red'><b>Thank you for calling KRASS MARKETING! Don't forget to ask about our special offers today!</b></font>
DM 1115 Echo XVII GROWTH HHD15Q1 GEO15Q3 Odd,Campaigns,8446882756,,Consumer Residential,0,,0,,,,,
United Satellite,Dealer,8446882798,,Consumer Residential,0,,0,,19638,,,<font size='8' color='red'><b>Thank you for calling United Satellite! Don't forget to ask about our special offers today!</b></font>
LG Satellite,Dealer,8446882799,,Consumer Residential,0,,0,,53005,,,<font size='8' color='red'><b>Thank you for calling LG Satellite! Don't forget to ask about our special offers today!</b></font>
Consumer Facebook and Twitter,Web Managed,8446882801,,Consumer Residential,0,,0,,,,,
BI Consumer Residential Referrals to Biz Sales,Business,8446882802,,Business,0,,0,70130000001sgGE,,Business Consumer Referral,,
Satellite Daddy,Dealer,8446882803,,Consumer Residential,0,,0,,42246,,,<font size='8' color='red'><b>Thank you for calling Satellite Daddy! Don't forget to ask about our special offers today!</b></font>
All Pro Satellite,Dealer,8446882804,,Consumer Residential,0,,0,,68611,,,<font size='8' color='red'><b>Thank you for calling All Pro Satellite! Don't forget to ask about our special offers today!</b></font>
Temple Satellite,Dealer,8446882805,,Consumer Residential,0,,0,,59272,,,<font size='8' color='red'><b>Thank you for calling Temple Satellite! Don't forget to ask about our special offers today!</b></font>
Adams Friendship,Dealer,8446942462,,Consumer Residential,0,,0,,213930,,,<font size='8' color='red'><b>Thank you for calling Adams Friendship! Don't forget to ask about our special offers today!</b></font>
DM 1117 Outfield,Campaigns,8446942463,,Consumer Residential,0,,0,,,,,
BI 1115 Plan Web Test Cell A,Business,8446942464,,Business,0,,0,70130000000NWu8,,Business Web,,
D and D Satellite,Dealer,8446942465,,Consumer Residential,0,,0,,65467,,,<font size='8' color='red'><b>Thank you for calling  D and D Satellite! Don't forget to ask about our special offers today!</b></font>
Owens Installations,Dealer,8446942466,,Consumer Residential,0,,0,,53260,,,<font size='8' color='red'><b>Thank you for calling Owens Installations! Don't forget to ask about our special offers today!</b></font>
Turner Satellite,Dealer,8446942467,,Consumer Residential,0,,0,,279,,,<font size='8' color='red'><b>Thank you for calling Turner Satellite! Don't forget to ask about our special offers today!</b></font>
DM 1117 Outfield,Campaigns,8446942468,,Consumer Residential,0,,0,,,,,
DM 1117 Outfield,Campaigns,8446942469,,Consumer Residential,0,,0,,,,,
Umpqua Satellite,Dealer,8446942475,,Consumer Residential,0,,0,,25917,,,<font size='8' color='red'><b>Thank you for calling Umpqua Satellite! Don't forget to ask about our special offers today!</b></font>
Quality Systems,Dealer,8446942476,,Consumer Residential,0,,0,,14271,,,<font size='8' color='red'><b>Thank you for calling Quality Systems! Don't forget to ask about our special offers today!</b></font>
Bam Techs,Dealer,8447042332,,Consumer Residential,0,,0,,54578,,,<font size='8' color='red'><b>Thank you for calling Bam Techs! Don't forget to ask about our special offers today!</b></font>
BI 1217,Business,8447042333,,Business,0,,0,7013A000000txin,,Business Campaigns,,
Text Fast Website TFN Code 99000,Broadcast,8447042334,,Consumer Residential,0,,1,,,,,
Zenas Satellite Technologies,Dealer,8447042335,,Consumer Residential,0,,0,,213673,,,<font size='8' color='red'><b>Thank you for calling ZSAT! Don't forget to ask about our special offers today!</b></font>
Clearlink Overflow New Jersey,Clearlink Overflow,8447042336,,Consumer Residential,0,,0,,,,,
Tulsa Audio Video,Dealer,8447042337,,Consumer Residential,0,,0,,38943,,,<font size='8' color='red'><b>Thank you for calling Tulsa Audio Video! Don't forget to ask about our special offers today!</b></font>
PN Sales,Dealer,8447042338,,Consumer Residential,0,,0,,79101,,,<font size='8' color='red'><b>Thank you for calling PN Sales! Don't forget to ask about our special offers today!</b></font>
BI 1216 Cell B,Business,8447042339,,Business,0,,0,7013A000000txis,,Business Campaigns,,
All About Computers,Dealer,8447042340,,Consumer Residential,0,,0,,213932,,,<font size='8' color='red'><b>Thank you for calling All About Computers! Don't forget to ask about our special offers today!</b></font>
DM 1117 Outfield,Campaigns,8447042341,,Consumer Residential,0,,0,,,,,
InTouch Tech Solutions LLC,Dealer,8447181659,,Consumer Residential,0,,0,,68955,,,<font size='8' color='red'><b>Thank you for calling InTouch Tech Solutions! Don't forget to ask about our special offers today!</b></font>
TechStar Communications,Dealer,8447181660,,Consumer Residential,0,,0,,16272,,,<font size='8' color='red'><b>Thank you for calling TechStar Communications! Don't forget to ask about our special offers today!</b></font>
Satellite and Security Solutions,Dealer,8447181661,,Consumer Residential,0,,0,,493,,,<font size='8' color='red'><b>Thank you for calling Satellite and Security Solutions! Don't forget to ask about our special offers today!</b></font>
Franks Satellite Services,Dealer,8447181662,,Consumer Residential,0,,0,,28797,,,<font size='8' color='red'><b>Thank you for calling Franks Satellite Services! Don't forget to ask about our special offers today!</b></font>
Thompson Satellite,Dealer,8447181663,,Consumer Residential,0,,0,,53884,,,<font size='8' color='red'><b>Thank you for calling Thompson Satellite! Don't forget to ask about our special offers today!</b></font>
TSC Digital,Dealer,8447181664,,Consumer Residential,0,,0,,37138,,,<font size='8' color='red'><b>Thank you for calling TSC Digital! Don't forget to ask about our special offers today!</b></font>
Three Rivers,Dealer,8447181665,,Consumer Residential,0,,0,,43857,,,<font size='8' color='red'><b>Thank you for calling Three Rivers! Don't forget to ask about our special offers today!</b></font>
V V Installations,Dealer,8447181666,,Consumer Residential,0,,0,,51338,,,<font size='8' color='red'><b>Thank you for calling V V Installations! Don't forget to ask about our special offers today!</b></font>
All Star Satellite,Dealer,8447181667,,Consumer Residential,0,,0,,69211,,,<font size='8' color='red'><b>Thank you for calling All Star Satellite! Don't forget to ask about our special offers today!</b></font>
Turning Point Satellite,Dealer,8447181668,,Consumer Residential,0,,0,,214636,,,<font size='8' color='red'><b>Thank you for calling Turning Point! Don't forget to ask about our special offers today!</b></font>
The Last Link,Dealer,8447334467,,Consumer Residential,0,,0,,16319,,,<font size='8' color='red'><b>Thank you for calling The Last Link! Don't forget to ask about our special offers today!</b></font>
Best View Media LLC,Dealer,8447334469,,Consumer Residential,0,,0,,69215,,,<font size='8' color='red'><b>Thank you for calling Best View Media! Don't forget to ask about our special offers today!</b></font>
Text Legal Disclaimer TFN,Broadcast,8447334470,,Consumer Residential,0,,1,,,,,
Regal Audio Video,Dealer,8447334471,,Consumer Residential,0,,0,,40399,,,<font size='8' color='red'><b>Thank you for calling Regal Audio Video! Don't forget to ask about our special offers today!</b></font>
LoneStar,Dealer,8447334472,,Consumer Residential,0,,0,,342,,,<font size='8' color='red'><b>Thank you for calling LoneStar! Don't forget to ask about our special offers today!</b></font>
Satellite Solutions,Dealer,8447334474,,Consumer Residential,0,,0,,69217,,,<font size='8' color='red'><b>Thank you for calling Satellite Solutions! Don't forget to ask about our special offers today!</b></font>
Satellite Electronics,Dealer,8447334476,,Consumer Residential,0,,0,,69209,,,<font size='8' color='red'><b>Thank you for calling Satellite Electronics! Don't forget to ask about our special offers today!</b></font>
BI PPC Google,Business,8447334477,,Business,0,,0,70130000000RcBQ,,Business PPC,,
Faith Satellite,Dealer,8447334478,,Consumer Residential,0,,0,,69207,,,<font size='8' color='red'><b>Thank you for calling Faith Satellite! Don't forget to ask about our special offers today!</b></font>
Sure Site,Dealer,8447334479,,Consumer Residential,0,,0,,70393,,,<font size='8' color='red'><b>Thank you for calling Sure Site! Don't forget to ask about our special offers today!</b></font>
DM 817 Both,Campaigns,8447372619,,Consumer Residential,0,,0,,,,,
BI PPC Display ,Business,8447372699,,Business,0,,0,70130000000NZzG,,Business PPC,,
Consumer SEO Organic Search,Web Managed,8447372700,,Consumer Residential,0,,0,,,,,
CM Wireless,Dealer,8447372701,,Consumer Residential,0,,0,,41432,,,<font size='8' color='red'><b>Thank you for calling CM Wireless! Don't forget to ask about our special offers today!</b></font>
Clearlink Overflow Arizona,Clearlink Overflow,8447372702,,Consumer Residential,0,,0,,,,,
Maximum Enterprises,Dealer,8447372703,,Consumer Residential,0,,0,,213907,,,<font size='8' color='red'><b>Thank you for calling Maximum Enterprises! Don't forget to ask about our special offers today!</b></font>
WOB Enterprises,Dealer,8447372704,,Consumer Residential,0,,0,,69146,,,<font size='8' color='red'><b>Thank you for calling WOB Enterprises! Don't forget to ask about our special offers today!</b></font>
Clearlink Overflow California,Clearlink Overflow,8447372705,,Consumer Residential,0,,0,,,,,
Clearlink Overflow Hawaii,Clearlink Overflow,8447372706,,Consumer Residential,0,,0,,,,,
DM 418 Root Domain,Direct Mail,8447372707,,Consumer Residential,0,,0,,,,,
Clearlink Overflow Maryland,Clearlink Overflow,8447416143,,Consumer Residential,0,,0,,,,,
Text FAST Website Click to Call inbound call Code 99000,Broadcast,8447416144,,Consumer Residential,0,,1,,,,,
Wild West Communications,Dealer,8447416145,,Consumer Residential,0,,0,,213728,,,<font size='8' color='red'><b>Thank you for calling Wild West Communications! Don't forget to ask about our special offers today!</b></font>
H and H,Dealer,8447416146,,Consumer Residential,0,,0,,77711,,,<font size='8' color='red'><b>Thank you for calling H and H! Don't forget to ask about our special offers today!</b></font>
Vision Quest Communications LLC,Dealer,8447416147,,Consumer Residential,0,,0,,69174,,,<font size='8' color='red'><b>Thank you for calling Vision Quest Communications! Don't forget to ask about our special offers today!</b></font>
Connect Contracting,Dealer,8447416148,,Consumer Residential,0,,0,,64114,,,<font size='8' color='red'><b>Thank you for calling Connect Contracting! Don't forget to ask about our special offers today!</b></font>
BI 817,Business,8447416149,,Business,0,,0,7013A000000mL4m,,Business Campaigns,,
Edgemark Consumer Callbacks,Other,8447416150,,Consumer Residential,0,,0,,,,,
BI 917 Cell A,Business,8447416152,,Business,0,,0,7013A000000mL4r,,Business Campaigns,,
BI 917 Cell B,Business,8447416153,,Business,0,,0,7013A000000mL4w,,Business Campaigns,,
Communication Specialties ,Dealer,8447533292,,Consumer Residential,0,,0,,213902,,,<font size='8' color='red'><b>Thank you for calling Communication Specialties! Don't forget to ask about our special offers today!</b></font>
DM 1117 Outfield,Campaigns,8447533293,,Consumer Residential,0,,0,,,,,
BI 1115 Plan Web Test Cell B,Business,8447533294,,Business,0,,0,70130000000NWuD,,Business Web,,
BI 1115 Plan Web Test Cell C,Business,8447533295,,Business,0,,0,70130000000NWuI,,Business Web,,
Best Buy Satellite,Dealer,8447533296,,Consumer Residential,0,,0,,50868,,,<font size='8' color='red'><b>Thank you for calling Best Buy Satellite! Don't forget to ask about our special offers today!</b></font>
Yellowbook Online Services 2016,Directories,8447533297,,Consumer Residential,0,,1,,,,,
Yellowbook Satellite Equipment 2016,Directories,8447533298,,Consumer Residential,0,,1,,,,,
Comm Sol BI Agent Callback Line,Business,8447533299,,Business,0,,0,7013A000000tzEV,,Business Callback,,
First Digital,Dealer,8447533301,,Consumer Residential,0,,0,,92099,,,<font size='8' color='red'><b>Thank you for calling First Digital! Don't forget to ask about our special offers today!</b></font>
Sat Serv,Dealer,8447641258,,Consumer Residential,0,,0,,31762,,,<font size='8' color='red'><b>Thank you for calling Sat Serv! Don't forget to ask about our special offers today!</b></font>
Comettos,Dealer,8447641259,,Consumer Residential,0,,0,,213939,,,<font size='8' color='red'><b>Thank you for calling Comettos! Don't forget to ask about our special offers today!</b></font>
Dish Links,Dealer,8447641265,,Consumer Residential,0,,0,,41835,,,<font size='8' color='red'><b>Thank you for calling Dish Links! Don't forget to ask about our special offers today!</b></font>
Eagle Satellite,Dealer,8447641311,,Consumer Residential,0,,0,,91976,,,<font size='8' color='red'><b>Thank you for calling Eagle Satellite! Don't forget to ask about our special offers today!</b></font>
First Choice Satellite,Dealer,8447641312,,Consumer Residential,0,,0,,46695,,,<font size='8' color='red'><b>Thank you for calling First Choice Satellite! Don't forget to ask about our special offers today!</b></font>
GC Services,Dealer,8447641313,,Consumer Residential,0,,0,,42998,,,<font size='8' color='red'><b>Thank you for calling GC SERVICES! Don't forget to ask about our special offers today!</b></font>
GT Express,Dealer,8447641314,,Consumer Residential,0,,0,,955,,,<font size='8' color='red'><b>Thank you for calling GT Express! Don't forget to ask about our special offers today!</b></font>
